ID,Tree Canopy Percentage,Grass/Shrubs Percentage,Bare Soil Percentage,Water Percentage,Buildings Percentage,Roads Percentage,Other Impervious Percentage,Railroads Percentage,accidents,injury,building,sky,tree,road,sidewalk,person,car,skyscraper,streetlight,wall,fence,railing,awning,signboard,ashcan,earth,van,plant,chair,bulletin board,grass,bicycle,ceiling,minibike,windowpane,mountain,column,bridge,water,sculpture,fountain,booth,lamp,pier,glass,person_number,car_number,bus_number,truck_number,motorcycle_number,traffic light,fire hydrant,bicycle_number,bench_number,dining table,stop sign,dog
5527,52.30827505,0,0,0,9.731986955,5.866538557,10.15511682,0,0,0,0.235379,0.000961,0.350184,0.258316,0.005578,0,0.14698,0,0,5.90E-05,0,0,0,0,0,0,0,0.000875,0,0,0.001266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,2,0,2,0,0,0,0,0,0
5526,31.44146634,3.220963434,0,0,2.065027171,24.47269043,16.65192963,0,2,0,0.248176,0.045316,0.235156,0.314816,0.041477,0.004203,0.089617,0,0.000602,0.007332,0,0,0,0.003043,0,0,0,0.003379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0,1,1,1,0,0,0,0,0
5525,29.04629484,1.12619063,0,0,4.064079231,32.24933251,11.60281224,0,3,4,0.12582,0.075758,0.322578,0.274641,0.007328,0.004133,0.046609,0,8.00E-06,0.00209,0,0,0,0.000215,0,0,0.139906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,2,0,3,0,0,0,0,0,0
5524,41.33184283,9.66269713,0,0,0,21.45859702,5.630953151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5523,22.18937371,1.556711412,0,0,4.616550106,34.30123521,15.42206742,0,2,0,0.121938,0.081875,0.327746,0.201109,0.01284,0.00252,0.218262,0,0,0.004098,0.001906,0,0,0.00557,0,0,0.018535,0,0,0,6.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,3,5,1,2,0,3,0,0,2,0
5522,20.96248187,1.978917416,0,1.891150303,0,15.22436045,18.04307056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5521,0.383403701,0.060051182,0,0,2.429763214,48.06496614,11.8032908,15.33799577,8,6,0.282359,0.182707,0.034391,0.426281,0.007531,0.000836,0.025309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040586,0,0,0,0,0,0,0,11,24,0,1,0,4,0,0,1,0,0,0
5520,0.200478562,0.050812539,0,0,0.386175294,48.27098789,10.67248085,18.49668795,8,6,0.282359,0.182707,0.034391,0.426281,0.007531,0.000836,0.025309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040586,0,0,0,0,0,0,0,11,24,0,1,0,4,0,0,1,0,0,0
5519,0,0.163523988,0,0,0,49.87389252,8.514333755,19.53603533,8,6,0.282359,0.182707,0.034391,0.426281,0.007531,0.000836,0.025309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040586,0,0,0,0,0,0,0,11,24,0,1,0,4,0,0,1,0,0,0
5518,0.215260391,0.17461036,0,0,12.06936373,41.68291128,23.93270572,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5517,0.286397945,0.228194492,0,0,6.598239115,42.2834231,26.67658281,2.016795854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5516,36.23211168,4.942674218,0,0,17.22267902,9.420644673,10.26228509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5515,8.405317763,3.997560998,0,0,0,53.47973504,12.17745586,0,3,1,0.01807,0.309543,0.183965,0.402141,6.20E-05,0.002008,0.06282,0,0.00107,0,0.000906,0,0,0.001195,0,0,0.000762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,8,0,6,0,3,0,0,0,0
5514,23.48832697,3.739802847,0,0,0,37.89876295,12.94795872,0,5,2,0.420191,0.02491,0.10177,0.327574,0.066184,0.008121,0.038887,0,0,0,0,0,0.000738,0,0,0,0,0,0,0,0,0,0,0.001633,0,0,0,0,0,0,0,0,0,0,0,36,6,1,1,1,0,0,1,3,0,0,0
5513,28.97238569,9.929693924,0,0,0,26.59620661,12.57194594,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5512,18.83482229,17.81210447,0,0,0,22.57924446,18.86438595,0,0,0,0,0.19,0.367387,0.233055,0,0.000176,0.000535,0,0,0,0.008914,0,0,0.000387,0,0.014254,0,0.066531,0,0,0.048148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,0,0,0
5511,1.240749808,0.39818553,0,0,19.22746464,31.0732532,26.150904,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5510,1.719311536,0.007390915,0,0,1.330364649,51.98215094,23.04394823,0,6,2,0.460148,0.031938,0,0.343188,0.009285,0.010434,0.042594,0,0.000883,0,0.003711,0,0,0,0.000664,0,0.002008,0.001371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,2,3,0,3,0,2,0,0,0,0
5509,72.66740352,0.197107857,0,0,0,0,4.988486691,0,0,0,0,0.998281,0,0,0,0,0,0,0,0,0,0,0,0.001719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5508,77.83279903,0.253138829,0,0,0,0,0,0,0,0,0.055691,0.298043,0.207656,0.32607,0,0,0.110055,0,0,0,0.002473,0,0,0,0,0,0,0,0,0,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
5507,2.899086298,0.115483042,0,0,14.93981024,48.52412672,11.60096451,0,13,4,0.438582,0.074941,0.006758,0.422871,0.003586,0.000113,0.031453,0,8.60E-05,0.007004,0.001727,0,0,0.000121,7.40E-05,0,0.008699,0.002297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,1,1,0,2,1,1,1,0,0,0
5507,2.899086298,0.115483042,0,0,14.93981024,48.52412672,11.60096451,0,13,4,0.438582,0.074941,0.006758,0.422871,0.003586,0.000113,0.031453,0,8.60E-05,0.007004,0.001727,0,0,0.000121,7.40E-05,0,0.008699,0.002297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,1,1,0,2,1,1,1,0,0,0
5506,0.273463845,0,0,0,0.732624421,71.53851129,5.540414446,0,14,4,0.363649,0.13657,0.005604,0.303028,0.001934,0.000469,0.132438,0,4.30E-05,0.003502,0.000864,0,0,0.000235,3.70E-05,0,0.010477,0.001149,0,0,0,0,0,0,0,0,0,0.000606,0,0,0,0,0,0,0,6,28.5,1,1.5,0.5,3,0.5,0.5,0.5,0,0,0
5506,0.273463845,0,0,0,0.732624421,71.53851129,5.540414446,0,14,4,0.363649,0.13657,0.005604,0.303028,0.001934,0.000469,0.132438,0,4.30E-05,0.003502,0.000864,0,0,0.000235,3.70E-05,0,0.010477,0.001149,0,0,0,0,0,0,0,0,0,0.000606,0,0,0,0,0,0,0,6,28.5,1,1.5,0.5,3,0.5,0.5,0.5,0,0,0
5506,0.273463845,0,0,0,0.732624421,71.53851129,5.540414446,0,14,4,0.363649,0.13657,0.005604,0.303028,0.001934,0.000469,0.132438,0,4.30E-05,0.003502,0.000864,0,0,0.000235,3.70E-05,0,0.010477,0.001149,0,0,0,0,0,0,0,0,0,0.000606,0,0,0,0,0,0,0,6,28.5,1,1.5,0.5,3,0.5,0.5,0.5,0,0,0
5505,0,0,0,0,0,77.55102041,0.531221995,0,14,4,0.272016,0.237215,0.02,0.398684,0.003398,0.005695,0.040176,0,0.000258,0,0.00516,0,0,0.000777,0,0,0.000547,0.006812,0,0,0,0.000668,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,2,0,1,1,0,4,0,0,1,0
5505,0,0,0,0,0,77.55102041,0.531221995,0,14,4,0.272016,0.237215,0.02,0.398684,0.003398,0.005695,0.040176,0,0.000258,0,0.00516,0,0,0.000777,0,0,0.000547,0.006812,0,0,0,0.000668,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,2,0,1,1,0,4,0,0,1,0
5505,0,0,0,0,0,77.55102041,0.531221995,0,14,4,0.272016,0.237215,0.02,0.398684,0.003398,0.005695,0.040176,0,0.000258,0,0.00516,0,0,0.000777,0,0,0.000547,0.006812,0,0,0,0.000668,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,2,0,1,1,0,4,0,0,1,0
5504,5.8628431,2.53323602,0,0,7.8214355,50.40788611,11.46515646,0,4,2,0.485309,0.03673,0.014828,0.30248,0.032492,0.004547,0.087262,0,0.002621,0,0,0,0,0.004566,0,0,0.001156,0.015137,0,0,0.010121,0,0,0.002391,0,0,0,0,0,0,0,0,0,0,0,15,13,1,2,1,1,0,4,1,0,0,0
5503,0,0,0,0,13.05697471,46.5710775,18.45788564,0,3,2,0.532797,0.018344,0.000109,0.352852,0.021582,0.009344,0.031656,0.01923,0.002551,0,0.002113,0,0,0.002844,0.001152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,4,1,2,0,5,1,0,1,0
5502,3.5337811,0.69197439,0,0,0.733548286,59.9005922,13.22234643,0,7,0,0.420609,0.057031,0.042047,0.372855,0.052328,0.002555,0.039098,0,0,0,0,0,0,0,0.003008,0,0.004965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,1,2,1,1,0,3,0,0,0,0
5501,3.160539906,0.383403701,0,0,4.609159191,52.00155209,17.92758751,0,1,0,0.403578,0.04034,0.10118,0.376152,0.013117,0.002105,0.057547,0,0,0,0,0,0,0,0,0,0.004559,0,0,0,0,0,0,0.001293,0,0,0,0,0,0,0,0,0,0,0,19,18,1,1,3,1,1,1,0,0,0,0
5500,0.12564555,0.1191785,0,0,7.414011327,45.32570837,25.10786116,0,3,2,0.512312,0.027449,3.90E-05,0.353805,0.056984,0.011363,0.015418,0,0.012348,0,0,0,0,4.70E-05,0,0,0,0.00641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,1,0,0,1,1,0,1,0,0,0
5499,38.272928,1.204719099,0,0,4.724642234,23.27676204,10.60319103,0,0,0,0.252559,0.038652,0.231277,0.270375,0.035062,0.003121,0.130551,0,0,0.003016,0,0,0,0.000613,0,0,0.033727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,4,0,1,0,0,0,0,0,0
5498,12.33358894,0.541384503,0,0,35.16781996,12.96458828,17.07670846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5497,6.129839894,0.572795891,0,0,1.149287239,53.77721935,16.45956708,0,6,2,0.500602,0.046484,0.000105,0.234262,0.054148,0.00682,0.11484,0,0,0,0,0,0,0.037164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,14,1,4,1,0,0,2,1,0,0,0
5496,2.482423481,0,0,0,4.135216785,65.56480446,5.907188588,0,0,0,0.201391,0.241394,0.092584,0.254319,0.018538,0.000729,0.011251,0.000105,0.000408,0.117564,0.000876,0.004904,0,0.00379,0,0.006762,0,0.003156,0,0,0.00252,0,0.028909,0,0,0.000602,0.004086,0.000272,0.003194,0,0,0,0,0,0,2.2,10.6,0.6,0.2,0,1.8,0.2,0,0.4,0,0,0
5495,7.923984442,0.310418418,0,0,0,62.06520635,7.780785469,0,0,0,0.111593,0.300475,0.119865,0.231325,0.003474,0,0.007546,0.000131,0,0.148702,0.001224,0.006069,0,0.001105,0,0.01007,0,0.0036,0,0,0.003198,0,0.036136,0,0,0.000753,0.005108,0.00034,0.004421,0,0,0,0,0,0,0.75,15.25,0.75,0.25,0,0.5,0,0,0.25,0,0,0
5494,14.451086,2.208959636,0,0,1.07722582,49.31125913,11.03833113,0,2,0,0.026389,0.110134,0.410555,0.345013,0.032511,0.000898,0.022111,0,6.00E-05,0.000357,0.020681,0,0,0.00516,6.50E-05,8.00E-06,0,0.016697,0,0,0.003663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333,14.666667,0.333333,0,0,1.666667,0,1,0.333333,0,1,0
5493,17.37142118,0.438835561,0,0,13.07175654,32.95886032,14.24691198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5492,19.08241794,8.073650465,0,0,0.131188736,34.06195434,16.74226957,0,0,0,0.405359,0.092356,0.07417,0.274055,0.031809,0.000455,0.011434,0,2.00E-06,0.003405,0.008518,0,0,3.30E-05,0,0,0,0.067459,0,0,0.015809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0.5,0,0,1,0,0.5,0
5491,1.269389603,1.726702451,0,0,2.985005682,49.81661293,22.28915106,0,1,4,0.407789,0.034605,0.088559,0.395906,0.019367,0.013238,0.019426,0,0,0,0,0,0,0,0,0,0,0.005273,0,0,0,0.010637,0,0.005199,0,0,0,0,0,0,0,0,0,0,0,11,14,0,3,1,1,0,3,0,0,1,0
5490,6.984414409,0.005543186,0,0,24.17845364,26.84564998,20.07002892,0,0,0,0.593723,0,0,0.195285,0.00173,0.003621,0.205641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,1,0,0,0,0,0,0,0
5489,11.95480456,0.142275108,0,0,12.11740468,40.35531823,13.5133637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5488,7.44449885,0.012010236,0,0,0.466551492,54.1569276,16.00872128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5487,14.47269043,0,0,0,16.19416045,30.26250345,16.91811734,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5486,1.746103602,3.530085642,0,0,13.55308986,47.53928733,11.71737142,0,0,0,0.147745,0.24203,0.128809,0.311237,0.015851,0.005677,0.066328,0,0.000475,0.011951,0,8.10E-05,0,0.003727,0.00029,0.000275,0.009113,0.023504,0,0,0.001678,1.80E-05,0,0.001741,0,0,0,0,0,0,0,0,0,0,0,5.666667,25.666667,0.666667,2,0.333333,1.333333,0,1,0,0,0,0
5485,11.80344478,3.033987289,0,0,0,60.45961131,2.556875748,0,7,4,0.200477,0.136609,0.191086,0.286113,0.009898,0,0.115617,0,0.000629,0.010391,0,0,0,0.002645,0,0,0.013906,0.031758,0,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,2,0,1,0,0,0,0,0,0
5484,17.256862,0.383403701,0,0,4.25347142,33.39861975,22.7649412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5483,0.497962879,0.635618666,0,0,20.05339936,42.80633032,14.08431186,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5483,0.497962879,0.635618666,0,0,20.05339936,42.80633032,14.08431186,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5482,28.27116146,0.716588376,0,0,6.720088422,34.01952657,8.121027908,0,0,0,0.17882,0.07793,0.285695,0.377547,0.04157,0.00534,0.008422,0,0.000391,0,0,0,0,0.000527,0,0.00434,0,0,0,0,0.000676,0.002438,0,0.001004,0,0,0,0,0,0,0,0,0,0,0,6,7,0,1,1,5,0,1,1,0,0,0
5481,22.27436923,1.602904629,0,0,9.740301734,27.24383552,17.22822221,0,0,0,0.250699,0.078078,0.204273,0.315176,0.018508,0.000352,0.116918,0,0.000434,0,0.00316,0.004105,0,0,0.000824,0,0,0,0,0,0.004691,0,0,0.000887,0,0,0,0,0,0,0,0,0,0,0,11,27,0,1,1,0,0,0,1,0,0,0
5480,12.86868687,2.805325987,0,0,6.288337925,39.54912764,16.09182736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5479,0,0.687355069,0,0,14.89638861,30.08009904,32.42209514,0,0,0,0.512037,0.037055,0.005768,0.375625,0.045162,0.00284,0.016387,0,0.001965,0,0,0,0,0.001518,0,0,0.001571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8.5,0,1.5,0,0.5,2.5,0,1,0,1,0
5478,0,1.056900805,0,0,36.01592742,24.24774346,16.71362977,0.052660267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5477,0.066518232,0,0,0,7.940614,29.39182011,40.68790939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5476,0,0.133960329,0,0,4.035439436,35.01353461,19.69401613,19.19882484,5,0,0.357445,0.176938,0,0.376285,0.01018,0,0.031832,0,0.001426,0,0,0,0,0.000152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0
5475,14.08800732,0.329819569,0,0,16.03366562,31.6562116,15.95328942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5474,13.62422742,0.236509271,0,0,7.283746455,40.62878207,16.28588058,0,0,0,0.366623,0.097268,0.080131,0.348781,0.020514,0.000996,0.070391,0,0.000131,0,0,0,0,0.00069,4.10E-05,0,0.008508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,12.5,1,4,0,5.5,0,0,0.5,0,0,0
5473,15.45532654,0.80468584,0,0,7.940614,38.7367079,15.14583199,0,0,0,0.378301,0.044731,0.119694,0.338963,0.010735,0.003584,0.099385,0,0.000779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001635,0,0,0,0,0,0,0,0,0,0,0,4,30,0.5,2.5,0,4,0,1,0.5,0,0,0
5472,19.79102189,0.106244399,0,0,5.27526538,41.05375967,11.85964653,0,0,0,0.283629,0.070496,0.191387,0.346125,0.01823,9.00E-05,0.025586,0,0.000785,0,0,0,0,0.001738,0,0.016438,0.001906,0.04091,0,0,0.000184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,2,0,2,0,0,0,0,0,0
5471,25.04780998,0.462856034,0,0,3.453404902,37.17537717,11.91600225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5470,19.5729899,0.162600124,0,0,13.29533171,28.82733899,16.22121008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5469,30.50877209,0,0,0,3.688066444,34.74099463,9.145333099,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5468,45.79872691,0.690126662,0,0,8.291682449,17.54510768,5.763989616,0,0,0,0.000137,0.007371,0.556992,0.33402,0.017684,0,0.077551,0,0,0,0,4.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000156,0,0,0,0,0,0,1,18,0,0,0,2,0,0,0,0,0,0
5467,21.79395977,1.179774762,0,0,7.974796981,35.47084746,11.65085319,0,0,0,0.311226,0.076868,0.151159,0.3831,0.027472,0.000986,0.042581,0,0.001783,0,0.000662,0,0,0.000166,0,0,0,0.002309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,23,0,0.5,0.5,3,1,0,0,0,0,0
5466,11.86149426,1.871749152,0,0,23.11693351,24.43805952,16.79677756,0,1,2,0.320578,0.124434,0.165352,0.211586,0.006555,0.002262,0.169234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0
5465,32.01097551,0.722461914,0,0,7.511017082,26.54262248,11.30255633,0,0,0,0.120059,0.109567,0.313194,0.300928,0.027323,0,0.102067,0,2.80E-05,0,0.003487,0.001592,0,1.00E-05,0.000438,0.000819,0,0.011608,0,0,0.000299,0,0,0.008573,0,0,0,0,0,0,0,0,0,0,0,1.5,11,0.5,0.5,0.5,0.5,0,0,0,0,0,0
5464,8.420099593,0,0,0,20.03769367,29.62648165,20.00535841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5463,10.11631452,11.99268299,0,0,7.709647915,23.32942231,24.91754511,0,1,0,0.228012,0.089414,0.300828,0.277309,0,0,0.001992,0,0,0,0.08391,0.000145,0,0.000766,0,1.60E-05,0,0,0,0,0.000742,0,0,0,0,0.003477,0,0.013391,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0
5462,23.94656369,4.223907761,0,0,0,46.76693674,3.147605806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5461,4.352324905,0.645781173,0,0,8.139244833,49.74270378,15.2049593,0,4,6,0.178363,0.255621,0.097496,0.388273,0.009492,0.01248,0.027316,0,0.000492,0.006195,0.007797,0,0,0.00677,0.000184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,3,0,4,1,0,1,0,0,0
5460,8.398850713,1.031032603,0,0,11.50211103,35.79512384,21.36436286,0,7,2,0.367938,0.156543,0.028793,0.335609,0.01777,0.00127,0.068586,0,0.000844,0,0,0,0.007645,0,0,0,0,0.002336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,0,0,1,2,1,0,0,0,0,0
5459,3.862676805,0.648552767,0,0,1.923485555,58.62935487,13.02463946,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5458,8.594709953,0.143198973,0,0,16.53624782,40.46433422,12.34559917,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5457,9.743073327,0,0,0,4.18325773,51.29571974,12.86019161,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5456,17.07948005,0.631923208,0,0,7.844532109,37.95234708,14.58504633,0,4,2,0.370813,0.058656,0.113436,0.376563,0.022869,0.001021,0.015817,0,0.000158,0,0.002897,0,0,0,0,0,0.012475,0,0,0,0,2.40E-05,0,0.001039,0,0,0,0,0,0,0,0,0,0,0,13.5,12,0,1.5,0.5,2.5,0.5,3,0,0,0,0
5455,4.460417032,0.4896481,0,0,7.767851369,44.23277686,21.13616837,0,4,0,0.427455,0.084358,0.03869,0.36993,0.023621,0.003035,0.048135,0,0.000301,0,0,0,0,0.002153,0,0,0.001889,0.000301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15.5,0,1,0,1,0.5,0,0,0,0,0
5454,26.06128916,1.95212535,0,0,2.362321117,36.07043542,11.63514749,0,0,0,0.23275,0.07341,0.234496,0.38682,0.01159,9.40E-05,0.043922,0,0,0.000578,0.001203,0.00957,0,0,0.000117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,4,1,0,0,0,0,0
5453,5.924742011,0.497962879,0,0,3.698228952,54.96068957,12.99322807,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5452,4.053916723,0.806533569,0,0,12.47494018,36.54253009,24.20062638,0,2,0,0.524867,0.052307,0.015699,0.251432,0.114827,0.010006,0.022028,0,2.00E-06,0,0,0,0.000114,0.001696,0.00034,0,0,0.000635,0,0,0,0.000824,0,0.00124,0,0,0,0,0,0,0,0,0,0,0,15.5,12,0,1.5,0.5,2,1,3.5,1.5,0,0,0
5451,0,0.191581468,0,0,16.25863498,38.99788155,22.40305793,0,1,0,0.526846,0.045547,0,0.325752,0.02337,0.006147,0.052436,0,0.000344,0,0,0,0,9.60E-05,6.50E-05,0,0.000705,0.001098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,1.5,0,2,0,0,1,0.5,0,0
5450,8.763777127,0.290093403,0,0,5.921046554,43.97039939,19.14339298,0,0,0,0.40466,0.089199,0.063633,0.338543,0.060344,0.001836,0.029441,0,0.00052,0,0,0,0,0,0.002105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,1,3,0,0,1,0,0,0
5449,9.241042645,0.060790274,0,0,12.37818919,39.7255227,16.45390071,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
